Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3a1lNhkSLSkpJE4MSHpDu9,"Congratulations","Stoney (Deluxe)","Post Malone;Quavo",2016-12-09,220293,84,true,bennettspeir,2026-07-25T01:23:49Z,"","Mercury Records/Republic Owned",0.63,0.804,6,-4.183,1,0.0364,0.215,0,0.253,0.492,123.146,4
spotify:track:7ycWLEP1GsNjVvcjawXz3z,"Praise The Lord (Da Shine) (feat. Skepta)","TESTING","A$AP Rocky;Skepta",2018-05-25,205813,83,true,bennettspeir,2026-07-25T01:23:49Z,"rap,grime,uk grime","A$AP Worldwide/Polo Grounds Music/RCA Records",0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,4
spotify:track:7FYH5AW3bVfZHJIQpq3UOA,"I Don't Fuck With You","Dark Sky Paradise","Big Sean;E-40",2015-02-23,284386,77,true,bennettspeir,2026-07-25T01:23:49Z,"hyphy,west coast hip hop,g-funk","Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ",0.824,0.733,1,-5.474,1,0.0614,0.0362,0,0.325,0.395,97.971,4
spotify:track:5ujh1I7NZH5agbwf7Hp8Hc,"Swimming Pools (Drank) - Extended Version","good kid, m.A.A.d city (Deluxe)","Kendrick Lamar",2012,313786,70,true,bennettspeir,2026-07-25T01:23:49Z,"hip hop,west coast hip hop","Aftermath",0.669,0.485,6,-7.744,0,0.417,0.123,0.0000268,0.604,0.261,74.376,4
spotify:track:2cYqizR4lgvp4Qu6IQ3qGN,"BUTTERFLY EFFECT","ASTROWORLD","Travis Scott",2018-08-03,190557,83,false,bennettspeir,2026-07-25T01:23:49Z,"rap","Cactus Jack / Epic",0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,4
spotify:track:4jTiyLlOJVJj3mCr7yfPQD,"This Could Be Us","SremmLife","Rae Sremmurd",2015-01-06,206306,81,true,bennettspeir,2026-07-25T01:23:49Z,"","Mike WiLL Made-It",0.732,0.69,0,-4.992,0,0.134,0.291,0,0.116,0.758,143.072,4
spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,"ZEZE (feat. Travis Scott & Offset)","Dying to Live","Kodak Black;Offset;Travis Scott",2018-12-14,228759,82,true,bennettspeir,2026-07-25T01:23:49Z,"rap","Atlantic Records",0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,4
spotify:track:2oHM9KAdFdFvDCaE4V6RST,"Hate Bein' Sober","Finally Rich","Chief Keef;50 Cent;Wiz Khalifa",2012-01-01,280173,81,true,bennettspeir,2026-07-25T01:23:49Z,"chicago drill,drill,old school hip hop,east coast hip hop","UMGRI Interscope",0.82,0.47,8,-7.181,1,0.0458,0.00425,0,0.141,0.314,132.003,4
spotify:track:439TlnnznSiBbQbgXiBqAd,"m.A.A.d city","good kid, m.A.A.d city","Kendrick Lamar;MC Eiht",2012,350120,71,true,bennettspeir,2026-07-25T01:23:49Z,"hip hop,west coast hip hop,g-funk,gangster rap","Aftermath",0.487,0.729,2,-6.815,1,0.271,0.0538,0.00000407,0.44,0.217,91.048,4
spotify:track:5r5cp9IpziiIsR6b93vcnQ,"Walking On A Dream","Walking On A Dream (10th Anniversary Edition)","Empire Of The Sun",2008-10-03,198440,90,false,bennettspeir,2026-07-25T01:23:49Z,"","EMI Recorded Music Australia Pty Ltd",0.871,0.701,5,-5.594,0,0.0458,0.257,0.00000752,0.0589,0.716,126.975,4
spotify:track:3QLjDkgLh9AOEHlhQtDuhs,"Best I Ever Had","So Far Gone","Drake",2009,257690,81,true,bennettspeir,2026-07-25T01:23:49Z,"rap","Young Money/Cash Money Records",0.395,0.922,1,-2.176,1,0.375,0.19,0,0.134,0.558,162.361,4
spotify:track:3B54sVLJ402zGa6Xm4YGNe,"Unforgettable","Jungle Rules","French Montana;Swae Lee",2017-07-14,233901,90,true,bennettspeir,2026-07-25T01:23:49Z,"","Bad Boy Entertainment/Epic Records",0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,4
spotify:track:2Hh3ETdQKrmSI3QS0hme7g,"Too Many Nights (feat. Don Toliver & with Future)","HEROES & VILLAINS","Metro Boomin;Future;Don Toliver",2022-12-02,199920,85,true,bennettspeir,2026-07-25T01:23:49Z,"rap,trap","Republic Records",0.573,0.668,7,-4.356,0,0.0467,0.189,0.0000401,0.109,0.145,87.973,4
spotify:track:2q4rjDy9WhaN3o9MvDbO21,"Kiss Me Thru The Phone","iSouljaBoyTellem","Soulja Boy;Sammie",2008-01-01,193386,84,false,bennettspeir,2026-07-25T01:23:49Z,"","Collipark / Interscope",0.758,0.712,7,-3.781,1,0.112,0.0188,0,0.0677,0.794,150.001,4
spotify:track:78QR3Wp35dqAhFEc2qAGjE,"Drip Too Hard (Lil Baby & Gunna)","Drip Harder","Lil Baby;Gunna",2018-10-05,145542,82,true,bennettspeir,2026-07-25T01:23:49Z,"melodic rap","Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.39,112.509,4
spotify:track:0TlLq3lA83rQOYtrqBqSct,"Nonstop","Scorpion","Drake",2018-06-29,238614,80,true,bennettspeir,2026-07-25T01:23:49Z,"rap","Cash Money/Drake LP6",0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,4
spotify:track:2BJSMvOGABRxokHKB0OI8i,"Shoota (feat. Lil Uzi Vert)","Die Lit","Playboi Carti;Lil Uzi Vert",2018-05-11,153800,79,true,bennettspeir,2026-07-25T01:23:49Z,"rage rap,melodic rap","AWGE Label",0.673,0.649,1,-8.433,0,0.196,0.188,0,0.122,0.47,153.075,4
spotify:track:2V4bv1fNWfTcyRJKmej6Sj,"Cooler Than Me - Single Mix","31 Minutes to Takeoff","Mike Posner;Gigamesh",2010-08-09,213293,83,false,bennettspeir,2026-07-25T01:23:49Z,"nu disco,french house,indie dance","J Records",0.768,0.82,7,-4.63,0,0.0474,0.179,0,0.689,0.625,129.965,4
spotify:track:7KXjTSCq5nL1LoYtL7XAwS,"HUMBLE.","DAMN.","Kendrick Lamar",2017-04-14,177000,86,true,bennettspeir,2026-07-25T01:23:49Z,"hip hop,west coast hip hop","Aftermath",0.908,0.621,1,-6.638,0,0.102,0.000282,0.0000539,0.0958,0.421,150.011,4
spotify:track:7tr2za8SQg2CI8EDgrdtNl,"Slide (feat. Frank Ocean & Migos)","Funk Wav Bounces Vol.1","Calvin Harris;Frank Ocean;Migos;Funk Wav",2017-06-30,230813,80,true,bennettspeir,2026-07-25T01:23:49Z,"edm,trap","Columbia",0.736,0.795,1,-3.299,0,0.0545,0.498,0.00000121,0.254,0.511,104.066,4
spotify:track:3F5CgOj3wFlRv51JsHbxhe,"Jimmy Cooks (feat. 21 Savage)","Honestly, Nevermind","Drake;21 Savage",2022-06-17,218364,82,true,bennettspeir,2026-07-25T01:23:49Z,"rap","OVO",0.529,0.673,0,-4.711,1,0.175,0.000307,0.00000241,0.093,0.366,165.921,4
spotify:track:5NQbUaeTEOGdD6hHcre0dZ,"679 (feat. Remy Boyz)","679 (feat. Remy Boyz)","Fetty Wap;Remy Boyz",2015-06-29,196693,81,true,bennettspeir,2026-07-25T01:23:49Z,"","300 Entertainment/RGF Productions",0.618,0.717,7,-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,4
spotify:track:2tudvzsrR56uom6smgOcSf,"Like That","WE DON'T TRUST YOU","Future;Metro Boomin;Kendrick Lamar",2024-03-22,267706,84,true,bennettspeir,2026-07-25T01:23:49Z,"rap,trap,hip hop,west coast hip hop","Wilburn Holding Co./Boominati/Epic/Republic",0.814,0.676,11,-4.67,0,0.231,0.00709,0.0000128,0.119,0.312,162.012,4
spotify:track:7fEoXCZTZFosUFvFQg1BmW,"Took Her To The O","Levon James","King Von",2020-03-06,196179,84,true,bennettspeir,2026-07-25T01:23:49Z,"chicago drill,drill","Forever and a Day, LLC / EMPIRE",0.82,0.592,1,-7.002,1,0.29,0.0149,0.00000471,0.121,0.4,159.98,4
spotify:track:7xQAfvXzm3AkraOtGPWIZg,"Wow.","Hollywood's Bleeding","Post Malone",2019-09-06,149546,81,true,bennettspeir,2026-07-25T01:23:49Z,"","Republic Records",0.829,0.538,11,-7.359,0,0.212,0.137,0.00000188,0.103,0.389,99.952,4
spotify:track:4QTlxavdQGUVitxAvQqqkU,"Mmhmm","THE BIGGEST","BigXthaPlug",2023-12-01,119015,79,true,bennettspeir,2026-07-25T01:23:49Z,"southern hip hop","BigXthaPlug under exclusive license to UnitedMasters LLC",0.93,0.682,9,-8.799,1,0.331,0.028,0,0.129,0.962,126.003,4
spotify:track:2bJvI42r8EF3wxjOuDav4r,"Time of Our Lives","Globalization","Pitbull;Ne-Yo",2014-11-24,229358,89,true,bennettspeir,2026-07-25T01:23:49Z,"","Mr.305/Polo Grounds Music/RCA Records",0.721,0.802,1,-5.797,1,0.0583,0.0921,0,0.694,0.724,124.022,4
spotify:track:0VgkVdmE4gld66l8iyGjgx,"Mask Off","FUTURE","Future",2017-06-30,204600,84,true,bennettspeir,2026-07-25T01:23:49Z,"rap,trap","Epic/Freebandz/A1",0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,4
spotify:track:03tqyYWC9Um2ZqU0ZN849H,"No Hands (feat. Roscoe Dash & Wale)","Flockaveli","Waka Flocka Flame;Roscoe Dash;Wale",2010-10-01,263773,86,true,bennettspeir,2026-07-25T01:23:49Z,"","Asylum/Warner Records",0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,4
spotify:track:1e1JKLEDKP7hEQzJfNAgPl,"Magnolia","Playboi Carti","Playboi Carti",2017-04-14,181812,80,true,bennettspeir,2026-07-25T01:23:49Z,"rage rap","AWGE Label",0.791,0.582,11,-7.323,0,0.286,0.0114,0,0.35,0.443,162.991,4
spotify:track:3j84U36KvLeXNDPv4t5pI8,"Pure Water (with Migos)","Perfect Ten","Mustard;Migos",2019-06-28,192470,78,true,bennettspeir,2026-07-25T01:23:49Z,"trap","10 Summers Records/Interscope Records",0.68,0.559,0,-5.545,1,0.127,0.177,0,0.344,0.135,202.018,4
spotify:track:7KA4W4McWYRpgf0fWsJZWB,"See You Again (feat. Kali Uchis)","Flower Boy","Tyler, The Creator;Kali Uchis",2017-07-21,180386,92,true,bennettspeir,2026-07-25T01:23:49Z,"","Columbia",0.558,0.559,6,-9.222,1,0.0959,0.371,0.00000749,0.109,0.62,78.558,4
spotify:track:6lbhWl34Il0WXm5pX1fM9E,"Up Down (Do This All Day) (feat. B.o.B)","Happy Hour: The Greatest Hits","T-Pain;B.o.B",2014,231093,82,true,bennettspeir,2026-07-25T01:23:49Z,"","Nappy Boy/Konvict Muzik/RCA Records",0.778,0.498,5,-6.846,0,0.0562,0.256,0,0.295,0.464,96.995,4
spotify:track:1Ser4X0TKttOvo8bgdytTP,"Come Get Her","SremmLife","Rae Sremmurd",2015-01-06,212946,78,true,bennettspeir,2026-07-25T01:23:49Z,"","Mike WiLL Made-It",0.689,0.564,2,-6.226,1,0.14,0.19,0,0.0721,0.122,185.03,4
spotify:track:3jlbL2OTD5YmIunYzgQTAN,"Live Your Life","Paper Trail","T.I.;Rihanna",2008-09-07,338853,82,true,bennettspeir,2026-07-25T01:23:49Z,"southern hip hop","Grand Hustle, LLC",0.375,0.862,11,-3.363,0,0.255,0.071,0,0.211,0.478,159.841,4
spotify:track:52NGJPcLUzQq5w7uv4e5gf,"Private Landing (feat. Justin Bieber & Future)","Love Sick","Don Toliver;Justin Bieber;Future",2023-02-24,238253,80,true,bennettspeir,2026-07-25T01:23:49Z,"rap,trap","Cactus Jack / Atlantic",0.858,0.641,1,-4.31,0,0.0954,0.111,0.0000212,0.109,0.445,136.991,4
spotify:track:2IRZnDFmlqMuOrYOLnZZyc,"Going Bad (feat. Drake)","Championships","Meek Mill;Drake",2018-11-30,180522,80,true,bennettspeir,2026-07-25T01:23:49Z,"rap","MMG/Atlantic",0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,4
spotify:track:5n4FTCMefvyKUjeWumdaWv,"Miss The Rage","Trip At Knight","Trippie Redd;Playboi Carti",2021-08-21,236883,77,true,bennettspeir,2026-07-25T01:23:49Z,"melodic rap,rage rap","1400 Entertainment, Inc. / 10K Projects",0.581,0.877,8,-4.938,1,0.114,0.0151,0,0.826,0.353,77.006,4
spotify:track:0aB0v4027ukVziUGwVGYpG,"tv off (feat. lefty gunplay)","GNX","Kendrick Lamar;Lefty Gunplay",2024-11-22,220690,85,true,bennettspeir,2026-07-25T01:23:49Z,"hip hop,west coast hip hop,mexican hip hop","pgLang, under exclusive license to Interscope Records",0.855,0.529,6,-6.679,0,0.263,0.0837,0,0.423,0.548,100.036,4
spotify:track:4GXl8l1MfZPf2GvpyRPJBf,"pick up the phone (feat. Quavo)","pick up the phone (feat. Quavo)","Young Thug;Travis Scott;Quavo",2016-06-03,252262,71,true,bennettspeir,2026-07-25T01:23:49Z,"rap,melodic rap,trap","Cactus Jack / Epic",0.706,0.716,7,-4.263,0,0.0768,0.115,0,0.316,0.459,136.904,4
spotify:track:28drn6tQo95MRvO0jQEo5C,"Type Shit","WE DON'T TRUST YOU","Future;Metro Boomin;Travis Scott;Playboi Carti",2024-03-22,228266,81,true,bennettspeir,2026-07-25T01:23:49Z,"rap,trap,rage rap","Wilburn Holding Co./Boominati/Epic/Republic",0.64,0.552,2,-5.679,1,0.129,0.0215,0,0.119,0.112,144.941,4
spotify:track:3QzAOrNlsabgbMwlZt7TAY,"Ballin' (with Roddy Ricch)","Perfect Ten","Mustard;Roddy Ricch",2019-06-28,180434,78,true,bennettspeir,2026-07-25T01:23:49Z,"melodic rap","10 Summers Records/Interscope Records",0.809,0.545,7,-6.678,1,0.0734,0.392,0,0.151,0.244,97.008,4
spotify:track:67T6l4q3zVjC5nZZPXByU8,"Whatcha Say","Jason Derulo","Jason Derulo",2010-02-24,221253,74,false,bennettspeir,2026-07-25T01:23:49Z,"","Beluga Heights/Warner Records",0.615,0.711,11,-5.507,1,0.078,0.0444,0,0.145,0.711,144.034,4
spotify:track:2EEeOnHehOozLq4aS0n6SL,"iSpy (feat. Lil Yachty)","iSpy (feat. Lil Yachty)","KYLE;Lil Yachty",2016-12-02,253106,72,true,bennettspeir,2026-07-25T01:23:49Z,"","independently popular.",0.746,0.653,7,-6.745,1,0.289,0.378,0,0.229,0.672,75.016,4
spotify:track:6pcywuOeGGWeOQzdUyti6k,"Glock In My Lap","SAVAGE MODE II","21 Savage;Metro Boomin",2020-10-02,193591,77,true,bennettspeir,2026-07-25T01:23:49Z,"","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",0.847,0.733,10,-6.439,0,0.16,0.00574,0.0000104,0.151,0.202,130.029,4
spotify:track:4KTtYhxFtFL7mBwnjkKfLm,"Glamorous","The Dutchess","Fergie;Ludacris",2006-09-13,246573,76,true,bennettspeir,2026-07-25T01:23:49Z,"southern hip hop","Will I Am / Fergie LP1",0.81,0.755,0,-6.408,1,0.199,0.291,0,0.0857,0.625,130.991,4
spotify:track:4vVjPTApwXZwB2H3mBq3ml,"HOTEL LOBBY (Unc & Phew)","Only Built For Infinity Links","Quavo;Takeoff",2022-10-07,142657,74,true,bennettspeir,2026-07-25T01:23:49Z,"","Quality Control Music/Motown Records",0.823,0.638,11,-4.377,1,0.156,0.132,0,0.228,0.155,127.984,4
spotify:track:3hsmbFKT5Cujb5GQjqEU39,"Look At Me Now (feat. Lil' Wayne & Busta Rhymes)","F.A.M.E. (Expanded Edition)","Chris Brown;Lil Wayne;Busta Rhymes",2011-03-22,222586,77,true,bennettspeir,2026-07-25T01:23:49Z,"r&b,rap,hip hop,east coast hip hop","Jive",0.767,0.677,11,-6.128,0,0.184,0.0339,0.00000551,0.144,0.538,146.155,4
spotify:track:5fEB6ZmVkg63GZg9qO86jh,"Break from Toronto","PARTYNEXTDOOR","PARTYNEXTDOOR",2013-07-01,99213,84,true,bennettspeir,2026-07-25T01:23:49Z,"dark r&b,r&b,trap soul","OVO Sound",0.595,0.678,9,-5.18,1,0.0335,0.0199,0.00389,0.418,0.259,117.067,4
spotify:track:4FyesJzVpA39hbYvcseO2d,"Just Wanna Rock","Just Wanna Rock","Lil Uzi Vert",2022-10-17,123890,72,true,bennettspeir,2026-07-25T01:23:49Z,"melodic rap,rage rap","Generation Now/Atlantic",0.486,0.545,11,-7.924,1,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,4
spotify:track:4NTWZqvfQTlOMitlVn6tew,"The Show Goes On","Lasers","Lupe Fiasco",2011-03-04,239613,77,true,bennettspeir,2026-07-25T01:23:49Z,"","1st & 15th/Atlantic",0.591,0.889,7,-3.839,1,0.115,0.0189,0,0.155,0.65,143.067,4
spotify:track:0nbXyq5TXYPCO7pr3N8S4I,"The Box","Please Excuse Me for Being Antisocial","Roddy Ricch",2019-12-06,196652,86,true,bennettspeir,2026-07-25T01:23:49Z,"melodic rap","Atlantic Records",0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,4
spotify:track:52eIcoLUM25zbQupAZYoFh,"redrum","american dream","21 Savage",2024-01-12,270697,81,true,bennettspeir,2026-07-25T01:23:49Z,"","Slaughter Gang, LLC/Epic Records",0.625,0.733,2,-8.757,1,0.0488,0.00598,0.000983,0.375,0.244,172.09,4
spotify:track:0Dc7J9VPV4eOInoxUiZrsL,"Don't Tell 'Em","Late Nights: The Album","Jeremih;YG",2015-12-04,266840,80,true,bennettspeir,2026-07-25T01:23:49Z,"hyphy","Def Jam",0.856,0.527,2,-5.225,1,0.0997,0.392,0,0.11,0.386,98.052,4
spotify:track:4rXLjWdF2ZZpXCVTfWcshS,"fukumean","a Gift & a Curse","Gunna",2023-06-16,125040,81,true,bennettspeir,2026-07-25T01:23:49Z,"melodic rap","300 Entertainment",0.847,0.622,1,-6.747,0,0.0903,0.119,0,0.285,0.22,130.001,4
spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,"10 Freaky Girls (with 21 Savage)","NOT ALL HEROES WEAR CAPES (Deluxe)","Metro Boomin;21 Savage",2018-11-06,208293,73,true,bennettspeir,2026-07-25T01:23:49Z,"","Republic Records",0.797,0.353,6,-9.931,0,0.369,0.59,0,0.102,0.0731,87.997,4
spotify:track:4ea9w8c4ROqiZpJVhfBA3m,"Hot (Remix) [feat. Gunna and Travis Scott]","So Much Fun (Deluxe)","Young Thug;Travis Scott;Gunna",2019-12-20,279906,77,true,bennettspeir,2026-07-25T01:23:49Z,"rap,melodic rap,trap","300 Entertainment/Atl",0.845,0.631,7,-8.206,0,0.216,0.188,0,0.0806,0.545,111.983,4
spotify:track:4ycLiPVzE5KamivXrAzGFG,"Fuck You","The Lady Killer","CeeLo Green",2010-11-09,222933,65,true,bennettspeir,2026-07-25T01:23:49Z,"","Radiculture/Elektra",0.69,0.834,0,-5.79,1,0.0566,0.129,0,0.136,0.738,127.43,4
spotify:track:6AjXmTomWUWZ6Za0X6ypjl,"Knock Knock","K.I.D.S. (Deluxe)","Mac Miller",2010-08-13,197929,74,true,bennettspeir,2026-07-25T01:23:49Z,"","Rostrum Records",0.682,0.934,4,-2.527,0,0.152,0.107,0,0.749,0.483,109.027,4
spotify:track:0B8QzDH7YWih85V5SEMnyJ,"Money Longer","Lil Uzi Vert vs. The World","Lil Uzi Vert",2016-05-27,198944,78,true,bennettspeir,2026-07-25T01:23:49Z,"melodic rap,rage rap","Generation Now/Atlantic",0.795,0.568,5,-7.817,0,0.142,0.0541,0,0.108,0.478,136.173,4
spotify:track:42VsgItocQwOQC3XWZ8JNA,"FE!N (feat. Playboi Carti)","UTOPIA","Travis Scott;Playboi Carti",2023-07-28,191700,86,true,bennettspeir,2026-07-25T01:23:49Z,"rap,rage rap","Cactus Jack/Epic",0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,4
spotify:track:5IaHrVsrferBYDm0bDyABy,"Taste (feat. Offset)","Taste (feat. Offset)","Tyga;Offset",2018-05-16,232959,71,true,bennettspeir,2026-07-25T01:23:49Z,"","Last Kings Music / EMPIRE",0.884,0.559,0,-7.442,1,0.12,0.0236,0,0.101,0.342,97.994,4
spotify:track:0k1WUmIRnG3xU6fvvDVfRG,"Way 2 Sexy (with Future & Young Thug)","Certified Lover Boy","Drake;Future;Young Thug",2021-09-03,257604,75,true,bennettspeir,2026-07-25T01:23:49Z,"rap,trap,melodic rap","OVO",0.803,0.597,11,-6.035,0,0.141,0.000619,0.0000045,0.323,0.331,136.008,4
spotify:track:4dVpf9jZjcORqGTLUaeYj9,"Plain Jane","Still Striving","A$AP Ferg",2017-08-18,173601,72,true,bennettspeir,2026-07-25T01:23:49Z,"rap","RCA Records Label",0.797,0.844,11,-5.482,1,0.275,0.0651,0,0.087,0.52,170.142,4
spotify:track:1MJErNPIQUoEMu4YUUmecm,"Neon Guts (feat. Pharrell Williams)","Luv Is Rage 2","Lil Uzi Vert;Pharrell Williams",2017-08-25,258789,77,true,bennettspeir,2026-07-25T01:23:49Z,"melodic rap,rage rap","Generation Now/Atlantic",0.859,0.563,1,-6.635,0,0.112,0.0541,0,0.0685,0.412,119.934,4
spotify:track:5AJ9hqTS2wcFQCELCFRO7A,"MILLION DOLLAR BABY","MILLION DOLLAR BABY","Tommy Richman",2024-04-26,155151,85,false,bennettspeir,2026-07-25T01:23:49Z,"","PULSE Records",0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,4
spotify:track:4xhsWYTOGcal8zt0J161CU,"Lovin On Me","Lovin On Me","Jack Harlow",2023-11-10,138411,82,true,bennettspeir,2026-07-25T01:23:49Z,"","Generation Now/Atlantic",0.943,0.558,2,-4.911,1,0.0568,0.0026,0.00000219,0.0937,0.606,104.983,4
spotify:track:0GO8y8jQk1PkHzS31d699N,"Tongue Tied","Never Trust a Happy Song","GROUPLOVE",2011-09-02,218013,85,false,bennettspeir,2026-07-25T01:23:49Z,"indie","Canvasback/ATL",0.56,0.936,3,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,4
spotify:track:5vlEg2fT4cFWAqU5QptIpQ,"Replay","Replay","Iyaz",2009-08-11,182306,71,false,bennettspeir,2026-07-25T01:23:49Z,"","Time Is Money/Beluga Heights/Reprise",0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,4
spotify:track:0oJMv049q8hEkes9w0L1J4,"Imma Be","THE E.N.D. (THE ENERGY NEVER DIES)","Black Eyed Peas",2009-01-01,257560,76,true,bennettspeir,2026-07-25T01:23:49Z,"","Interscope",0.597,0.517,0,-6.963,1,0.366,0.179,0,0.307,0.413,92.035,4
spotify:track:0FA4wrjDJvJTTU8AepZTup,"Watch This - ARIZONATEARS Pluggnb Remix","Watch This (ARIZONATEARS Pluggnb Remix)","Lil Uzi Vert;sped up nightcore;ARIZONATEARS",2023-02-05,163139,77,true,bennettspeir,2026-07-25T01:23:49Z,"melodic rap,rage rap,nightcore","sped up nightcore",0.686,0.897,11,-7.18,0,0.0386,0.0103,0.103,0.153,0.355,129.975,4
spotify:track:1jaTQ3nqY3oAAYyCTbIvnM,"WHATS POPPIN","Sweet Action","Jack Harlow",2020-03-13,139741,76,true,bennettspeir,2026-07-25T01:23:49Z,"","Generation Now/Atlantic",0.923,0.604,11,-6.671,0,0.245,0.017,0,0.272,0.826,145.062,4
spotify:track:0lEjxUUlKqjqXrVlIHFduD,"P power (feat. Drake)","DS4EVER","Gunna;Drake",2022-01-13,193346,79,true,bennettspeir,2026-07-25T01:23:49Z,"melodic rap,rap","300 Entertainment",0.828,0.591,1,-6.217,1,0.109,0.0199,0.000323,0.361,0.202,119.251,4
spotify:track:2iUmqdfGZcHIhS3b9E9EWq,"Everybody Talks","Picture Show","Neon Trees",2012-01-01,177280,84,true,bennettspeir,2026-07-25T01:23:49Z,"","Mercury Records",0.471,0.924,8,-3.906,1,0.0584,0.00301,0,0.313,0.716,154.962,4
