Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4h7qcXBtaOJnmrapxoWxGf,"Isis (feat. Logic)","ADHD","Joyner Lucas;Logic",2020-03-27,236501,67,true,bennettspeir,2026-07-25T01:18:49Z,"","Twenty Nine Music Group (Joyner Lucas)",0.884,0.936,1,-3.931,1,0.167,0.206,0,0.262,0.758,120.004,4
spotify:track:42GcjriRK6srwHkfbkBqVl,"Blood On The Leaves","Yeezus","Kanye West",2013-06-18,359800,69,true,bennettspeir,2026-07-25T01:18:49Z,"rap","Rock The World/IDJ/Kanye/LP6",0.397,0.69,2,-4.108,0,0.195,0.395,0,0.101,0.36,172.073,4
spotify:track:2QqJTIlGKRLJC3onkavYEz,"Flex (feat. Juice WRLD)","THE GOAT","Polo G;Juice WRLD",2020-05-15,163902,71,true,bennettspeir,2026-07-25T01:18:49Z,"melodic rap,emo rap","Columbia",0.752,0.673,10,-5.792,0,0.153,0.0538,0,0.133,0.35,164.009,4
spotify:track:1bDbXMyjaUIooNwFE9wn0N,"Rich Flex","Her Loss","Drake;21 Savage",2022-11-04,239359,78,true,bennettspeir,2026-07-25T01:18:49Z,"rap","OVO / Republic Records",0.549,0.518,4,-9.39,0,0.257,0.0517,0.00000121,0.378,0.418,160.07,4
spotify:track:1wHZx0LgzFHyeIZkUydNXq,"Antidote","Rodeo","Travis Scott",2015-09-04,262693,74,true,bennettspeir,2026-07-25T01:18:49Z,"rap","Cactus Jack / Epic",0.714,0.527,1,-5.046,1,0.0322,0.00787,0.00015,0.124,0.123,131.046,4
spotify:track:7EOgQuWYzWIgCfe5zEe1dl,"Fukk A Interview","The Real Me","Future",2026-07-10,157640,80,true,bennettspeir,2026-07-25T01:18:49Z,"rap,trap","Epic",0.852,0.491,2,-3.92,1,0.0723,0.0292,0,0.0933,0.128,133.925,4
spotify:track:1ipSpQfzBbhPFhYm6tfVIz,"Mr. Glock","Yellow Tape","Key Glock",2020-01-31,146880,72,true,bennettspeir,2026-07-25T01:18:49Z,"","Paper Route EMPIRE",0.804,0.946,7,-5.949,1,0.352,0.002,0,0.359,0.745,150.141,4
spotify:track:55WLWX71YkHt2tSucNIf1g,"Sold Out Dates (feat. Lil Baby)","Sold Out Dates (feat. Lil Baby)","Gunna;Lil Baby",2018-04-16,166368,72,true,bennettspeir,2026-07-25T01:18:49Z,"melodic rap","300 Entertainment",0.817,0.556,4,-7.178,0,0.14,0.469,0,0.131,0.314,126.991,4
spotify:track:2UVbBKQOdFAekPTRsnkzcf,"Stir Fry","Culture II","Migos",2018-01-26,190288,77,true,bennettspeir,2026-07-25T01:18:49Z,"trap","Quality Control Music, LLC",0.817,0.816,2,-5.402,1,0.269,0.00263,0,0.159,0.508,181.982,4
spotify:track:1h6w4POXM2LfG4ZD4xUfZQ,"The Hillbillies","The Hillbillies","Baby Keem;Kendrick Lamar",2023-06-05,204800,62,true,bennettspeir,2026-07-25T01:18:49Z,"hip hop,west coast hip hop","pgLang/Columbia",0.798,0.618,1,-5.932,1,0.192,0.0176,0,0.12,0.209,150.031,4
spotify:track:2XaInsPPUkZRkY4uFJ3AHK,"Met Gala (feat. Offset)","Droptopwop","Gucci Mane;Offset",2017-05-26,209142,61,true,bennettspeir,2026-07-25T01:18:49Z,"southern hip hop,rap,trap","Guwop Enterprises/Atlantic",0.817,0.587,2,-6.502,1,0.108,0.052,0.00165,0.185,0.352,140.062,4
spotify:track:2oHM9KAdFdFvDCaE4V6RST,"Hate Bein' Sober","Finally Rich","Chief Keef;50 Cent;Wiz Khalifa",2012-01-01,280173,81,true,bennettspeir,2026-07-25T01:18:49Z,"chicago drill,drill,old school hip hop,east coast hip hop","UMGRI Interscope",0.82,0.47,8,-7.181,1,0.0458,0.00425,0,0.141,0.314,132.003,4
spotify:track:0j2T0R9dR9qdJYsB7ciXhf,"Stronger","Graduation","Kanye West",2007-09-11,311866,86,true,bennettspeir,2026-07-25T01:18:49Z,"rap","Roc-A-Fella",0.617,0.716,1,-7.858,1,0.136,0.0056,0,0.408,0.496,104.014,4
spotify:track:3JKgcAa7r07ocVWcV8bS0H,"21","THE GOAT","Polo G",2020-05-15,163797,73,true,bennettspeir,2026-07-25T01:18:49Z,"","Columbia",0.783,0.479,7,-10.646,1,0.541,0.149,0,0.101,0.533,176.027,4
spotify:track:5uQOauh47VFt3B2kV9kRXw,"My Shit","Artist","A Boogie Wit da Hoodie",2016-09-16,128156,80,true,bennettspeir,2026-07-25T01:18:49Z,"melodic rap","Highbridge The Label",0.812,0.621,5,-8.3,1,0.0515,0.244,0,0.099,0.847,77.998,4
spotify:track:27a1mYSG5tYg7dmEjWBcmL,"CAN'T SAY","ASTROWORLD","Travis Scott",2018-08-03,198408,79,true,bennettspeir,2026-07-25T01:18:49Z,"rap","Cactus Jack / Epic",0.702,0.708,10,-5.366,0,0.0547,0.201,0,0.118,0.713,147.98,4
spotify:track:0LWkaEyQRkF0XAms8Bg1fC,"Party Up","...And Then There Was X","DMX",1999-12-21,268866,76,true,bennettspeir,2026-07-25T01:18:49Z,"east coast hip hop,old school hip hop,hardcore hip hop","RAL",0.51,0.931,11,-3.302,1,0.337,0.0738,0,0.5,0.533,201.932,4
spotify:track:2tUL6dZf1mywCj5WvCPZw6,"No Friends In The Industry","Certified Lover Boy","Drake",2021-09-03,204346,73,true,bennettspeir,2026-07-25T01:18:49Z,"rap","OVO",0.84,0.744,1,-4.751,1,0.113,0.0181,0,0.629,0.171,83.737,4
spotify:track:3nS9a01VvXHQriLqJYwRqG,"DOLLAZ ON MY HEAD (feat. Young Thug)","WUNNA","Gunna;Young Thug",2020-05-22,197760,73,true,bennettspeir,2026-07-25T01:18:49Z,"melodic rap,rap,trap","300 Entertainment",0.825,0.458,0,-7.47,1,0.0577,0.114,0,0.102,0.161,145.115,4
spotify:track:31lopd32BkJBTSgYE16c5e,"In A Minute","It's Only Me","Lil Baby",2022-10-14,200470,67,true,bennettspeir,2026-07-25T01:18:49Z,"","Quality Control Music/Motown Records",0.547,0.604,2,-5.99,1,0.319,0.0334,0,0.112,0.149,78.502,1
spotify:track:0aB0v4027ukVziUGwVGYpG,"tv off (feat. lefty gunplay)","GNX","Kendrick Lamar;Lefty Gunplay",2024-11-22,220690,85,true,bennettspeir,2026-07-25T01:18:49Z,"hip hop,west coast hip hop,mexican hip hop","pgLang, under exclusive license to Interscope Records",0.855,0.529,6,-6.679,0,0.263,0.0837,0,0.423,0.548,100.036,4
spotify:track:2d0UrqT7OYP0gcntGV2rsp,"Konnichiwa","The Real Me","Future",2026-07-10,153733,80,true,bennettspeir,2026-07-25T01:18:49Z,"rap,trap","Epic",0.85,0.671,4,-4.519,1,0.115,0.0295,0,0.361,0.502,127.949,4
spotify:track:2t8yVaLvJ0RenpXUIAC52d,"a lot","i am > i was","21 Savage",2018-12-21,288624,82,true,bennettspeir,2026-07-25T01:18:49Z,"","Slaughter Gang, LLC/Epic Records",0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,4
spotify:track:1ZHYJ2Wwgxes4m8Ba88PeK,"Monster","My Beautiful Dark Twisted Fantasy","Kanye West;JAŸ-Z;Rick Ross;Nicki Minaj;Bon Iver",2010-11-22,378893,75,true,bennettspeir,2026-07-25T01:18:49Z,"rap,hip hop,east coast hip hop,southern hip hop","Roc-A-Fella",0.628,0.692,2,-5.64,1,0.202,0.00244,0.0129,0.668,0.0963,124.887,5
spotify:track:1lOe9qE0vR9zwWQAOk6CoO,"Ransom","We Love You Tecca","Lil Tecca",2019-08-30,131240,84,true,bennettspeir,2026-07-25T01:18:49Z,"melodic rap,rap","Republic Records",0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,4
spotify:track:2cnKST6T9qUo2i907lm8zX,"a m a r i","The Off-Season","J. Cole",2021-05-14,148421,67,true,bennettspeir,2026-07-25T01:18:49Z,"rap","Dreamville, Inc., Under exclusive license to Roc Nation Records",0.725,0.713,4,-6.173,0,0.187,0.127,0,0.617,0.207,65.988,4
spotify:track:22skzmqfdWrjJylampe0kt,"Can't Hold Us (feat. Ray Dalton)","The Heist","Macklemore;Ryan Lewis;Macklemore & Ryan Lewis;Ray Dalton",2012-10-09,258431,89,false,bennettspeir,2026-07-25T01:18:49Z,"","Macklemore",0.633,0.927,2,-4.468,1,0.0839,0.0267,0,0.0986,0.88,146.097,4
spotify:track:6fL8iaSdwmSTQiUv9K6L4h,"Faneto","Back from the Dead 2","Chief Keef",2015-06-16,206654,75,true,bennettspeir,2026-07-25T01:18:49Z,"chicago drill,drill","RBC Records",0.849,0.753,1,-7.399,0,0.357,0.346,0,0.0565,0.392,144.188,4
spotify:track:4QNpBfC0zvjKqPJcyqBy9W,"Give Me Everything (feat. Nayer)","Planet Pit (Deluxe Version)","Pitbull;AFROJACK;Ne-Yo;Nayer",2011-06-17,252306,92,false,bennettspeir,2026-07-25T01:18:49Z,"edm,big room","Mr.305/Polo Grounds Music/J Records",0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,4
spotify:track:2JvzF1RMd7lE3KmFlsyZD8,"MIDDLE CHILD","MIDDLE CHILD","J. Cole",2019-01-23,213593,81,true,bennettspeir,2026-07-25T01:19:02Z,"rap","Dreamville, Inc., Under exclusive license to Roc Nation Records",0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,4
spotify:track:6n4U3TlzUGhdSFbUUhTvLP,"Walk It Talk It","Culture II","Migos;Drake",2018-01-26,276147,77,true,bennettspeir,2026-07-25T01:19:11Z,"trap,rap","Quality Control Music, LLC",0.908,0.633,2,-5.145,1,0.183,0.0859,0.00000231,0.106,0.395,145.914,4
spotify:track:3QFInJAm9eyaho5vBzxInN,"family ties (with Kendrick Lamar)","The Melodic Blue","Baby Keem;Kendrick Lamar",2021-09-10,252262,82,true,bennettspeir,2026-07-25T01:19:14Z,"hip hop,west coast hip hop","Columbia",0.711,0.611,1,-5.453,1,0.33,0.00588,0,0.23,0.144,134.093,4
spotify:track:22L7bfCiAkJo5xGSQgmiIO,"All Of The Lights","My Beautiful Dark Twisted Fantasy","Kanye West",2010-11-22,299613,83,true,bennettspeir,2026-07-25T01:19:23Z,"rap","Roc-A-Fella",0.531,0.803,1,-3.284,1,0.0717,0.0796,0.0000171,0.176,0.221,142.113,4
spotify:track:42zd6DYQ4o4SECmTITrM1U,"Dreams and Nightmares","Dreams and Nightmares (Deluxe Edition)","Meek Mill",2012-10-26,230693,75,true,bennettspeir,2026-07-25T01:19:31Z,"rap","MMG/Warner Records",0.631,0.774,11,-2.459,1,0.3,0.468,0,0.281,0.44,79.745,4
spotify:track:5MPPttjfGap2C6j6eKcO6J,"Baby (Lil Baby feat. DaBaby)","Quality Control: Control The Streets Volume 2","Quality Control;Lil Baby;DaBaby",2019-08-16,142417,83,true,bennettspeir,2026-07-25T01:19:34Z,"","Quality Control Music/Motown Records",0.97,0.463,10,-7.259,1,0.366,0.0957,0,0.151,0.46,108.003,4
